Suchbegriff aus hochgeladener Datei;Wirkstoff;Markenname des Medikaments;ATC-Code;Kapitelname;Satz, der das Wort enthält;Link zur Online-Referenz
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Die Wirksamkeit von Epclusa wurde in drei Phase-3-Studien bei Patienten mit HCV-Infektion vom Genotyp 1 bis 6 mit oder ohne kompensierter Zirrhose, einer Phase-3-Studie bei Patienten mit HCV-Infektion vom Genotyp 1 bis 6 mit dekompensierter Zirrhose untersucht, wie in Tabelle 10 zusammengefasst.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 10: Studien mit Epclusa bei Patienten mit HCV-Infektion vom Genotyp 1, 2, 3, 4, 5 oder 6";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"StudieStudienpopulationStudienarme(Anzahl behandelter Patienten)ASTRAL-1Genotyp 1, 2, 4, 5 und 6TN und TE, ohne Zirrhose oder mit kompensierter ZirrhoseEpclusa 12 Wochen (624)Placebo 12 Wochen (116)ASTRAL-2Genotyp 2TN und TE, ohne Zirrhose oder mit kompensierter ZirrhoseEpclusa 12 Wochen (134)SOF+RBV 12 Wochen (132)ASTRAL-3Genotyp 3TN und TE, ohne Zirrhose oder mit kompensierter ZirrhoseEpclusa 12 Wochen (277)SOF+RBV 24 Wochen (275)ASTRAL-4Genotyp 1, 2, 3, 4, 5 und 6TN und TE, mit dekompensierter Zirrhose der CPT-Klasse BEpclusa 12 Wochen (90)Epclusa + RBV 12 Wochen (87)Epclusa 24 Wochen (90)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Erwachsene mit HCV-Infektion vom Genotyp 1, 2, 4, 5 und 6 – ASTRAL-1 (Studie 1138)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"ASTRAL-1 war eine randomisierte, doppelblinde, placebokontrollierte Studie, in der eine 12-wöchige Behandlung mit Epclusa im Vergleich zu einer 12-wöchigen Gabe von Placebo bei Patienten mit HCV-Infektion vom Genotyp 1, 2, 4, 5 oder 6 beurteilt wurde. Patienten mit HCV-Infektion vom Genotyp 1, 2, 4 oder 6 wurden per Randomisierung im Verhältnis 5:1 einer Behandlung mit Epclusa über 12 Wochen oder Placebo über 12 Wochen zugewiesen. Patienten mit HCV-Infektion vom Genotyp 5 wurden in die Epclusa-Gruppe aufgenommen. Die Randomisierung erfolgte stratifiziert nach HCV-Genotyp (1, 2, 4, 6 und unbestimmt) und Vorliegen versus Abwesenheit einer Zirrhose.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Die demographischen Charakteristika und Merkmale zu Studienbeginn waren zwischen der Epclusa- und der Placebogruppe ausgewogen. Das mediane Alter der 740 behandelten Patienten lag bei 56 Jahren (Bereich: 18 bis 82); 60% der Patienten waren männlich; 79% waren weiss, 9% waren schwarz; 21% wiesen zu Studienbeginn einen Body-Mass-Index von mindestens 30 kg/m2 auf; die Anteile der Patienten mit HCV-Infektion vom Genotyp 1, 2, 4, 5 oder 6 betrugen 53%, 17%, 19%, 5% bzw. 7%; 69% wiesen Non-CC-IL28B-Allele (CT oder TT) auf; 74% hatten zu Studienbeginn HCV-RNA-Konzentrationen von mindestens 800'000 I.E./ml; 19% hatten eine kompensierte Zirrhose; und 32% waren therapieerfahren.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 11 zeigt die SVR12 in der Studie ASTRAL-1 nach HCV-Genotyp. Kein Patient in der Placebogruppe erreichte eine SVR12.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 11: SVR12 in der Studie ASTRAL-1 nach HCV-Genotyp";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"GT = Genotyp";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Erwachsene mit HCV-Infektion vom Genotyp 2 – ASTRAL-2 (Studie 1139)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"ASTRAL-2 war eine randomisierte, offene Studie, in der eine 12-wöchige Behandlung mit Epclusa im Vergleich zu einer 12-wöchigen Behandlung mit SOF+RBV bei Patienten mit HCV-Infektion vom Genotyp 2 beurteilt wurde. Die Patienten wurden per Randomisierung im Verhältnis 1:1 einer Behandlung mit Epclusa über 12 Wochen oder mit SOF+RBV über 12 Wochen zugewiesen. Die Randomisierung erfolgte stratifiziert nach Vorliegen versus Abwesenheit einer Zirrhose und vorheriger Therapieerfahrung (therapienaiv versus therapieerfahren).";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 12: SVR12 in der Studie ASTRAL-2 (HCV vom Genotyp 2)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Erwachsene mit HCV-Infektion des Genotyps 3 – ASTRAL-3 (Studie 1140)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"ASTRAL-3 war eine randomisierte, offene Studie, in der eine 12-wöchige Behandlung mit Epclusa im Vergleich zu einer 24-wöchigen Behandlung mit SOF+RBV bei Patienten mit HCV-Infektion vom Genotyp 3 beurteilt wurde. Die Patienten wurden per Randomisierung im Verhältnis 1:1 einer Behandlung mit Epclusa über 12 Wochen oder mit SOF+RBV über 24 Wochen zugewiesen. Die Randomisierung erfolgte stratifiziert nach Vorliegen versus Abwesenheit einer Zirrhose und vorheriger Therapieerfahrung (therapienaiv versus therapieerfahren).";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 13: SVR12 in der Studie ASTRAL-3 (HCV vom Genotyp 3)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 14: SVR12 für ausgewählte Subgruppen in der Studie ASTRAL-3 (HCV vom Genotyp 3)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"b Ein mit Epclusa behandelter therapieerfahrener Patient ohne Zirrhose hatte eine HCV Infektion vom Genotyp 1a bei Therapieversagen, was eine Re-Infektion vermuten lässt, weshalb dieser Patient von der Analyse ausgeschlossen wurde.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"ASTRAL-4 war eine randomisierte, offene Studie bei Patienten mit HCV-Infektion vom Genotyp 1, 2, 3, 4, 5 oder 6 und Zirrhose der CPT-Klasse B. Die Patienten wurden per Randomisierung im Verhältnis 1:1:1 einer Behandlung mit Epclusa über 12 Wochen, mit Epclusa + RBV über 12 Wochen oder mit Epclusa über 24 Wochen zugewiesen. Die Randomisierung erfolgte stratifiziert nach HCV-Genotyp (1, 2, 3, 4, 5, 6 und unbestimmt).";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Die demographischen Charakteristika und Merkmale zu Studienbeginn waren zwischen den Behandlungsgruppen ausgewogen. Das mediane Alter der 267 behandelten Patienten betrug 59 Jahre (Bereich: 40 bis 73); 70% der Patienten waren männlich; 90% waren weiss, 6% waren schwarz; 42% hatten zu Studienbeginn einen Body-Mass-Index von mindestens 30 kg/m2. Die Anteile der Patienten mit HCV-Infektion vom Genotyp 1, 2, 3, 4 oder 6 betrugen 78%, 4%, 15%, 3% bzw. <1% (1 Patient). Es wurden keine Patienten mit einer HCV-Infektion vom Genotyp 5 aufgenommen. 76% der Patienten wiesen Non-CC-IL28B-Allele (CT oder TT) auf; 56% hatten zu Studienbeginn eine HCV-RNA-Konzentration von mindestens 800'000 I.E./ml; 55% waren therapieerfahren; 90% bzw. 95% wiesen zu Studienbeginn einen CPT-Score B bzw. einen MELD-Score (Model for End Stage Liver Disease) ≤15 auf.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 15 zeigt die SVR12 in der Studie ASTRAL-4 nach HCV-Genotyp.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 15: SVR12 in der Studie ASTRAL-4 nach HCV-Genotyp";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;" Epclusa12 Wochen(n = 90)Epclusa + RBV12 Wochen(n = 87)Epclusa24 Wochen(n = 90)SVR12 insgesamt83% (75/90)94% (82/87)86% (77/90)Genotyp 188% (60/68)96% (65/68)92% (65/71)  Genotyp 1a88% (44/50)94% (51/54)93% (51/55)  Genotyp 1b89% (16/18)100% (14/14)88% (14/16)Genotyp 350% (7/14)85% (11/13)50% (6/12)Genotyp 2, 4 und 6100% (8/8)a100% (6/6)b86% (6/7)c";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"a n = 4 für Genotyp 2 und n = 4 für Genotyp 4";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"b n = 4 für Genotyp 2 und n = 2 für Genotyp 4";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"c n = 4 für Genotyp 2, n = 2 für Genotyp 4 und n = 1 für Genotyp 6.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 16 zeigt die virologischen Ergebnisse bei Patienten mit HCV-Infektion vom Genotyp 1 oder 3 in der Studie ASTRAL-4.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Bei keinem Patienten mit HCV-Infektion vom Genotyp 2, 4 oder 6 kam es zu virologischem Versagen.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 16: Virologische Ergebnisse bei Patienten mit HCV-Infektion vom Genotyp 1 oder 3 in der Studie ASTRAL-4";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;" Epclusa12 WochenEpclusa + RBV12 WochenEpclusa24 WochenVirologisches Versagen (Rezidiv und Versagen während der Behandlung)Genotyp 1a7% (5/68)1% (1/68)4% (3/71)  Genotyp 1a6% (3/50)2% (1/54)4% (2/55)  Genotyp 1b11% (2/18)0% (0/14)6% (1/16)Genotyp 343% (6/14)15% (2b/13)42% (5c/12)Sonstigesd5% (4/82)2% (2/81)5% (4/83)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"a Bei keinem Patienten mit HCV-Infektion vom Genotyp 1 kam es zu virologischem Versagen während der Behandlung.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Mit HCV Genotyp 3 infizierte Erwachsene – Phase 2 Studie GS-US-342-0109";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Studie GS-US-342-0109 war eine randomisierte, offene Studie bei therapieerfahrenen Patienten mit HCV-Infektion vom Genotyp 1 oder 3, die die Behandlung mit Sofosbuvir und Velpatasvir mit oder ohne Ribavirin untersucht hat. Therapieerfahrene Patienten mit HCV-Infektion vom Genotyp 3 und Zirrhose wurden per Randomisation im Verhältnis 1:1:1:1 einer der folgenden 4 Behandlungsgruppen zugeordnet:";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 17: SVR 12 und Rezidivraten bei therapieerfahrenen Patienten vom HCV Genotyp 3 mit Zirrhose, die in Studie GS-US-342-0109 mit Sofosbuvir 400 mg und Velpatasvir 100 mg mit bzw. ohne Ribavirin behandelt wurden";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Eltrombopag;"Revolade®";"B02BX05";Dosierung/Anwendung;"Bei Patienten mit HCV vom Genotyp 1/4/6 sollte unabhängig von der Entscheidung über das Fortführen der antiviralen Therapie ein Absetzen der Eltrombopagtherapie erwogen werden, wenn ein Patient bis Woche 12 kein virologisches Ansprechen (= Reduktion der HCV-RNA im Blut um Faktor >100) erreicht hat. Wenn nach 24 Wochen Therapie noch HCV-RNA nachweisbar ist, sollte die Eltrombopagtherapie abgesetzt werden (siehe «Warnhinweise und Vorsichtsmassnahmen»).";https://amiko.oddb.org/de/fi?gtin=60122&highlight=Genotyp&anchor=section5
Genotyp;Eltrombopag;"Revolade®";"B02BX05";Vorsichtsmassnahmen;"In zwei kontrollierten Studien in thrombozytopenischen Patienten mit Hepatitis C (ENABLE 1 und ENABLE 2) wurden unter antiviraler Peginterferon-basierter Therapie bei Patienten mit Infektionen vom HCV Genotyp 1/4/6 und/oder fortgeschrittenem Leberschaden (MELD (Model for End-Stage Liver Disease)-Score ≥10, Fibroscan-Fibrose Stadium F3 oder F4, Albumin <3.5 g/dl) unter Eltrombopag häufiger Todesfälle beobachtet. Insgesamt starben 3% Patienten in der Eltrombopaggruppe verglichen mit 2% in der Placebogruppe. Ursache für die Todesfälle waren vor allem hepatische Dekompensationen und Blutungen, einschliesslich Ösophagusvarizenblutungen.";https://amiko.oddb.org/de/fi?gtin=60122&highlight=Genotyp&anchor=section7
Genotyp;Eltrombopag;"Revolade®";"B02BX05";Eigenschaften/Wirkungen;"Die Wirksamkeit und Sicherheit von Eltrombopag in der Behandlung der Thrombozytopenie bei Patienten mit einer HCV-Infektion wurden in zwei randomisierten, doppelblinden, placebokontrollierten Studien untersucht. In ENABLE 1 wurde Peginterferon alfa-2a plus Ribavirin als antivirale Therapie angewendet, in ENABLE 2 Peginterferon alfa-2b plus Ribavirin. In beide Studien wurden Patienten mit einer Thrombozytenzahl von <75'000/µl aufgenommen. Die Patienten wurden stratifiziert nach Thrombozytenzahl (<50'000/µl und ≥50'000/µl bis <75'000/µl), HCV-RNA-Wert beim Screening (<800'000 I.E./ml und ≥800'000 I.E./ml) und nach HCV-Genotyp (Genotyp 2/3 und Genotyp 1/4/6).";https://amiko.oddb.org/de/fi?gtin=60122&highlight=Genotyp&anchor=section13
Genotyp;Eltrombopag;"Revolade®";"B02BX05";Eigenschaften/Wirkungen;"Primärer Wirksamkeitsendpunkt beider Studien war ein anhaltendes virologisches Ansprechen (sustained virological response, SVR = HCV-RNA nicht detektierbar nach 24 Wochen antivirale Therapie). Ca. 70% der Patienten wiesen einen Genotypen 1/4/6 und 30% einen Genotypen 2/3 auf. Ca. 30% der Patienten hatten schon früher HCV-Therapien erhalten, und zwar hauptsächlich pegyliertes Interferon plus Ribavirin. Die mediane Thrombozytenzahl zu Studienbeginn (ca. 60'000/µl) war in allen Behandlungsgruppen ähnlich. Die mediane Zeit bis zum Erreichen der angestrebten Thrombozytenzahl von ≥90'000/µl (ENABLE 1) bzw. von ≥100'000/µl (ENABLE 2) betrug 2 Wochen.";https://amiko.oddb.org/de/fi?gtin=60122&highlight=Genotyp&anchor=section13
Genotyp;Eltrombopag;"Revolade®";"B02BX05";Eigenschaften/Wirkungen;" ENABLE 1aENABLE 2bPhase vor antiviraler BehandlungN = 715N = 805% der Patienten, die die Thrombozytenzielwerte erreichten und bei denen die antivirale Therapie initiiert wurdec95%94% EltrombopagPlaceboEltrombopagPlaceboPhase mit antiviraler Behandlungn = 450%n = 232%n = 506%n = 253%Gesamt-SVR23141913HCV Genotype 2,335243425HCV Genotype 1,4,61810137";https://amiko.oddb.org/de/fi?gtin=60122&highlight=Genotyp&anchor=section13
Genotyp;Eltrombopag;"Revolade®";"B02BX05";Eigenschaften/Wirkungen;"a Eltrombopag in Kombination mit Peginterferon alfa-2a (180 µg einmal wöchentlich während 48 Wochen bei Genotyp 1 oder 4 bzw. während 24 Wochen bei Genotyp 2 oder 3) plus Ribavirin (800-1200 mg täglich p.o., auf 2 Teildosen verteilt)";https://amiko.oddb.org/de/fi?gtin=60122&highlight=Genotyp&anchor=section13
Genotyp;Eltrombopag;"Revolade®";"B02BX05";Eigenschaften/Wirkungen;"b Eltrombopag in Kombination mit Peginterferon alfa-2b (1.5 µg/kg einmal wöchentlich während 48 Wochen bei Genotyp 1 oder 4 bzw. während 24 Wochen bei Genotyp 2 oder 3) plus Ribavirin (800-1400 mg p.o.)";https://amiko.oddb.org/de/fi?gtin=60122&highlight=Genotyp&anchor=section13
Genotyp;Clopidogrel;"Clopidogrel Spirig HC®";"B01AC04";Kinetik;"CYP2C19 ist sowohl an der Bildung des aktiven Metaboliten wie an der des 2-Oxo-Clopidogrel-Zwischenproduktes beteiligt. Die Pharmakokinetik des aktiven Metaboliten und der thrombozytenaggregationshemmende Effekt (gemessen mit Ex-vivo-Thrombozytenaggregationsassays) unterscheiden sich in Abhängigkeit vom CYP2C19-Genotyp. Das CYP2C19*1-Allel korrespondiert mit voll funktionsfähigem Metabolismus, während die CYP2C19*2- und CYP2C19*3-Allele mit einem nicht funktionsfähigen Metabolismus korrespondieren. Die CYP2C19*2 und CYP2C19*3-Allele machen die Mehrheit der Allele mit reduzierter Funktion bei kaukasischen (85%) und asiatischen (99%) Langsam-Metabolisierern aus. Andere Allele, die mit einem fehlenden oder verringerten Metabolismus verbunden sind, sind weniger häufig und betreffen insbesondere CYP2C19*4, *5, *6, *7 und *8. Ein Patient mit Langsam-Metabolisierer-Status trägt zwei Loss-of-Function-Allele, wie oben definiert. Die publizierten Häufigkeiten für den langsamen CYP2C19-Metabolisierer-Genotyp sind etwa 2% für Kaukasier, 4% für Schwarze und 14% für Chinesen.";https://amiko.oddb.org/de/fi?gtin=66612&highlight=Genotyp&anchor=section14
Genotyp;Clopidogrel;"Clopidogrel Spirig HC®";"B01AC04";Kinetik;"Es sind pharmakogenetische Untersuchungen verfügbar, mit denen der CYP2C19 Genotyp der Patienten bestimmt werden kann.";https://amiko.oddb.org/de/fi?gtin=66612&highlight=Genotyp&anchor=section14
Genotyp;Clopidogrel;"Clopidogrel Spirig HC®";"B01AC04";Kinetik;"Der Einfluss des CAP2C19-Genotyps auf den klinischen Nutzen von Patienten, die mit Clopidogrel behandelt werden, wurde in prospektiven, randomisierten und kontrollierten Studien nicht untersucht. Es gibt jedoch etliche retrospektive Auswertungen, die diesen Effekt in Patienten, die mit Clopidogrel behandelt wurden, untersucht haben und für die Genotypisierungen vorliegen: CURE (n= 2721), CHARISMA (n= 2428), CLARITY-TIMI 28 (n= 227), TRITON-TIMI 38 (n= 1477) und ACTIVE-A (n= 601) sowie etliche veröffentlichte Kohortenstudien.";https://amiko.oddb.org/de/fi?gtin=66612&highlight=Genotyp&anchor=section14
Genotyp;Clopidogrel;"Clopidogrel Spirig HC®";"B01AC04";Kinetik;"Die Prävalenz von CYP2C19-Allelen, die eine mittelstarke oder schwache CYP2C19-Metabolisierung hervorrufen, ist unterschiedlich in Abhängigkeit von der Ethnie (siehe «Pharmakokinetik: Pharmakogenetik»). In der Literatur sind nur begrenzte Daten asiatischer Populationen verfügbar, um die klinischen Auswirkungen der CYP-Genotypen auf die klinischen Ergebnisse zu bewerten.";https://amiko.oddb.org/de/fi?gtin=66612&highlight=Genotyp&anchor=section14
